MpCodigo,MpNombre,MpArea,MpCategor,SHAPE_Leng,SHAPE_Area,MpAltitud,Depto,Poblacion,Longitud,Latitud
"70400",La Unión,232.19007820500,"1",118362.31535000000,232190078.20500001311,"80",Sucre,"11963",-75.283223600,8.812035812
"70124",Caimito,412.22408664800,"1",128818.68600500000,412224086.64800000191,"20",Sucre,"14697",-75.131901500,8.792310985
"23419",Los Córdobas,366.12672556700,"1",150903.40328900001,366126725.56699997187,"7",Córdoba,"18288",-76.294925300,8.839036727
"13074",Barranco De Loba,430.20967930700,"1",175387.30597200000,430209679.30699998140,"25",Bolívar,"14590",-74.162714800,8.836184674
"23001",Montería,3137.34686502000,"1",409302.90862100001,3137346865.01999998093,"17",Córdoba,"494945",-75.950507000,8.584715451
"13667",San Martín De Loba,449.54598213500,"1",159476.22134600001,449545982.13500005007,"27",Bolívar,"15741",-74.010332800,8.787687166
"23162",Cereté,290.44660766200,"1",163052.41395200000,290446607.66200000048,"12",Córdoba,"103800",-75.834547900,8.891089123
"13268",El Peñón,318.55216771800,"1",102704.85616900001,318552167.71799999475,"25",Bolívar,"7939",-73.912268800,8.864773816
"23660",Sahagún,964.36619125000,"1",232432.56236700001,964366191.25000000000,"83",Córdoba,"105746",-75.429248300,8.798990500
"13300",Hatillo De Loba,194.02398014000,"1",129104.74488100001,194023980.13999995589,"26",Bolívar,"12370",-74.147105700,8.983819366
"70771",Sucre,1130.33009731000,"1",236516.28010300000,1130330097.30999994278,"19",Sucre,"28716",-74.747530500,8.814328975
"23189",Ciénaga De Oro,641.06945143800,"1",218256.92587199999,641069451.43799996376,"13",Córdoba,"58258",-75.607798200,8.841811848
"20787",Tamalameque,512.47036389000,"1",113838.09090000000,512470363.88999992609,"32",Cesar,"14672",-73.763355400,8.902094287
"20517",Pailitas,530.90962513300,"1",124796.28057400000,530909625.13300007582,"75",Cesar,"17883",-73.572450600,8.938914614
"13549",Pinillos,774.81728695300,"1",237628.84555999999,774817286.95299994946,"20",Bolívar,"23711",-74.385894700,8.871591004
"23686",San Pelayo,445.58548524000,"1",203409.71168400001,445585485.24000000954,"9",Córdoba,"51335",-75.909548200,8.987782905
"70678",San Benito Abad,1493.13820734000,"1",328204.35131499998,1493138207.34000015259,"22",Sucre,"28166",-74.964693700,8.835633009
"23574",Puerto Escondido,411.17702838500,"1",127002.25081400000,411177028.38499999046,"9",Córdoba,"23073",-76.194074600,8.988670568
"23300",Cotorra,87.74117640030,"1",66937.52101810000,87741176.40029999614,"10",Córdoba,"19080",-75.778790000,9.056966527
"54810",Tibú,2683.17098732000,"1",451147.43511199998,2683170987.32000017166,"55",Norte de Santander,"51130",-72.798528100,8.713028643
"54800",Teorama,925.57655779400,"1",286139.10716100002,925576557.79400002956,"1000",Norte de Santander,"15583",-73.157091300,8.760104889
"70233",El Roble,198.36216572100,"1",135430.85440700001,198362165.72099998593,"100",Sucre,"9954",-75.138149200,9.071011502
"23182",Chinú,625.99868221500,"1",190015.68063200000,625998682.21500003338,"122",Córdoba,"47202",-75.356704100,9.027492165
"13440",Margarita,292.62005973000,"1",108643.25406700000,292620059.73000001907,"25",Bolívar,"10408",-74.225644400,9.054301685
"70235",Galeras,321.63589692700,"1",123680.45189100000,321635896.92699998617,"55",Sucre,"21290",-74.981339100,9.135171558
"13650",San Fernando,317.77725939600,"1",122898.02116000000,317777259.39600002766,"25",Bolívar,"12170",-74.358568800,9.091432361
"23168",Chima,324.05822486800,"1",100129.86968600001,324058224.86799997091,"4",Córdoba,"17202",-75.652382100,9.110250197
"70670",Sampués,214.00899688100,"1",108296.89112499999,214008996.88100001216,"160",Sucre,"44788",-75.360252500,9.165200891
"23670",San Andrés De Sotavento,206.74384582500,"1",100154.95346400001,206743845.82499998808,"117",Córdoba,"47002",-75.520886600,9.121351451
"54206",Convención,930.38485580600,"1",321778.55839000002,930384855.80599999428,"1020",Norte de Santander,"17903",-73.199984100,8.873342032
"13468",Mompós,651.57663737800,"2",151063.78489600000,651576637.37800002098,"20",Bolívar,"43508",-74.545193200,9.142523152
"54245",El Carmen,1734.51861805000,"1",369758.62249600003,1734518618.04999995232,"950",Norte de Santander,"12806",-73.345658600,8.869837373
"23815",Tuchín,106.52481749200,"1",64924.16158110000,106524817.49199998379,"45",Córdoba,"50160",-75.544083500,9.224723240
"13188",Cicuco,132.01644735300,"1",56657.01515760000,132016447.35300000012,"20",Bolívar,"12918",-74.688023900,9.235167693
"23500",Moñitos,203.41361339100,"1",94323.15560810000,203413613.39100000262,"3",Córdoba,"29023",-76.119265600,9.190551598
"47245",El Banco,814.04520563900,"1",182472.29076800001,814045205.63900005817,"35",Magdalena,"63387",-73.981060300,9.114919315
"23417",Lorica,951.22870301000,"1",229518.99894600001,951228703.00999987125,"6",Córdoba,"114581",-75.909759600,9.164998139
"70215",Corozal,285.51349429700,"1",151163.97669300000,285513494.29699999094,"150",Sucre,"65990",-75.250457100,9.203945860
"23464",Momil,158.63964724600,"1",73933.78128250000,158639647.24599999189,"7",Córdoba,"19252",-75.650956600,9.265463611
"23586",Purísima,117.49475350300,"1",86855.78263450002,117494753.50300000608,"6",Córdoba,"16896",-75.721363400,9.282268124
"47318",Guamal,563.81396055000,"1",130111.66611900000,563813960.54999995232,"24",Magdalena,"25855",-74.139685500,9.248005969
"70742",Sincé,418.71906742300,"1",176708.44138599999,418719067.42299997807,"140",Sucre,"30551",-75.093969700,9.256349663
"20228",Curumaní,913.66927714300,"1",177326.39914500000,913669277.14300000668,"61",Cesar,"35952",-73.488127300,9.238747247
"70702",San Juan De Betulia,168.02617422900,"1",92764.50431280000,168026174.22900000215,"145",Sucre,"13104",-75.213635300,9.292051122
"70523",Palmito,174.59545907000,"1",73640.28715160000,174595459.06999999285,"40",Sucre,"13584",-75.561982200,9.334929406
"13780",Talaigua Nuevo,249.09437378600,"1",100594.23058500000,249094373.78600001335,"16",Bolívar,"13252",-74.640102100,9.313448827
"70001",Sincelejo,279.81390755300,"1",121961.89183800000,279813907.55299997330,"213",Sucre,"282094",-75.431725200,9.316763534
"23672",San Antero,208.10687075600,"1",111768.02813700000,208106870.75600004196,"42",Córdoba,"33112",-75.786757300,9.359793681
"70110",Buenavista,146.40010681800,"1",96149.49809550001,146400106.81799998879,"87",Sucre,"10169",-74.952039800,9.320050680
"23675",San Bernardo Del Viento,315.79774193900,"1",115000.02353200001,315797741.93900001049,"4",Córdoba,"36301",-75.976200700,9.330157499
"13430",Magangué,1129.98750562000,"1",245511.75039299999,1129987505.61999988556,"20",Bolívar,"130501",-74.747307700,9.169607928
"70221",Coveñas,55.81680326130,"1",44834.87631200000,55816803.26129999757,"2",Sucre,"17828",-75.657391300,9.393859479
"70717",San Pedro,212.80240106800,"1",92277.58458369999,212802401.06799995899,"137",Sucre,"18331",-75.037393800,9.396845977
"47703",San Zenón,268.53949238100,"1",122809.39989200000,268539492.38099998236,"25",Magdalena,"11161",-74.356683400,9.327683820
"70473",Morroa,170.16473295400,"1",73818.25619520000,170164732.95399999619,"160",Sucre,"14667",-75.327152900,9.392406333
"20175",Chimichagua,1374.36713776000,"1",270476.01498099999,1374367137.75999999046,"30",Cesar,"32621",-73.752661700,9.218775794
"47692",San Sebastián De Buenavista,437.11108122900,"1",149799.95950100000,437111081.22899997234,"22",Magdalena,"18815",-74.201219400,9.352553688
"70418",Los Palmitos,198.76472296700,"1",93345.44853730001,198764722.96700003743,"184",Sucre,"22320",-75.213021800,9.422392646
"20178",Chiriguaná,1112.67927359000,"1",274995.80359999998,1112679273.58999991417,"33",Cesar,"26465",-73.547989400,9.426645030
"20032",Astrea,637.04714962000,"1",147016.39283500001,637047149.62000000477,"75",Cesar,"19384",-73.942146500,9.510727965
"70204",Colosó,131.09284720900,"1",86637.78679889999,131092847.20899999142,"160",Sucre,"8565",-75.364466700,9.527942278
"70823",Toluviejo,284.70232970700,"1",131771.69451400000,284702329.70700001717,"68",Sucre,"20747",-75.444485100,9.490380252
