MpCodigo;MpNombre;MpArea;MpCategor;SHAPE_Leng;SHAPE_Area;MpAltitud;Depto;Poblacion;Longitud;Latitud
25035;Anapoima;123,8374853;1;74247,7213;123837485,3;689;Cundinamarca;13556;-74,5256952;4,55996288
68255;El Play¢n;454,153146;1;145462,6168;454153146;445;Santander;13458;-73,1815819;7,52428367
52788;Tangua;218,1872198;1;86138,48467;218187219,8;2403;Nari§o;13410;-77,3506293;1,064083866
15632;Saboy†;248,2882586;1;87624,36984;248288258,6;2625;Boyac†;13344;-73,7479946;5,699926048
17444;Marquetalia;90,2774403;1;61194,09337;90277440,3;1275;Caldas;13329;-75,0411789;5,309142496
52696;Santa B†rbara;1226,125814;1;261530,7837;1226125814;2;Nari§o;13266;-77,8743722;2,302155004
13780;Talaigua Nuevo;249,0943738;1;100594,2306;249094373,8;16;Bol°var;13252;-74,6401021;9,313448827
25040;Anolaima;120,8314956;1;58452,77848;120831495,6;1650;Cundinamarca;13237;-74,4619423;4,789313587
70702;San Juan De Betulia;168,0261742;1;92764,50431;168026174,2;145;Sucre;13104;-75,2136353;9,292051122
73675;San Antonio;383,3509818;1;122697,7701;383350981,8;1447;Tolima;13080;-75,4990684;3,955159873
50590;Puerto Rico;3421,747726;1;382010,894;3421747726;200;Meta;13022;-73,1378008;2,758082531
5660;San Luis;425,2617603;1;117884,6657;425261760,3;1050;Antioquia;13001;-74,9620313;6,014524416
73861;Venadillo;334,3985641;1;121623,7225;334398564,1;332;Tolima;12972;-74,9208982;4,709881409
47798;Tenerife;491,7801857;1;120905,9313;491780185,7;20;Magdalena;12952;-74,7326329;9,9247008
13188;Cicuco;132,0164474;1;56657,01516;132016447,4;20;Bol°var;12918;-74,6880239;9,235167693
95025;El Retorno;12405,90945;1;1331287,986;12405909452;200;Guaviare;12917;-71,5365668;2,086115839
85430;Trinidad;2959,931432;1;556910,9604;2959931432;166;Casanare;12872;-71,1939425;5,367362124
15693;Santa Rosa De Viterbo;116,4816038;1;80506,73662;116481603,8;2748;Boyac†;12856;-72,9917275;5,892946556
25878;Viot†;201,1038012;1;81298,28794;201103801,2;567;Cundinamarca;12828;-74,4854223;4,436052682
73055;Armero;440,3039193;1;159851,2688;440303919,3;331;Tolima;12816;-74,8475009;5,006758945
54245;El Carmen;1734,518618;1;369758,6225;1734518618;950;Norte de Santander;12806;-73,3456586;8,869837373
66687;Santuario;190,8596149;1;97182,80445;190859614,9;1600;Risaralda;12779;-75,9819844;5,045978425
17877;Viterbo;112,8961887;1;72055,02489;112896188,7;1000;Caldas;12767;-75,8792987;5,047822692
23682;San JosÇ De UrÇ;525,4590181;1;173577,2936;525459018,1;96;C¢rdoba;12736;-75,5672517;7,753039311
15204;C¢mbita;144,9846733;1;81216,86113;144984673,3;2825;Boyac†;12693;-73,3292872;5,687675432
27800;Ungu°a;1191,230667;1;194306,5231;1191230667;50;Choc¢;12676;-77,1037356;8,117283605
52621;Roberto Pay†n;1460,038499;1;261857,3657;1460038499;69;Nari§o;12624;-78,3811176;1,897582015
25317;Guachet†;169,9183308;1;69954,56648;169918330,8;2750;Cundinamarca;12621;-73,6932823;5,387291542
41378;La Argentina;356,457507;1;157701,664;356457507;1540;Huila;12587;-76,1178183;2,181452533
15806;Tibasosa;93,56784186;1;55832,71338;93567841,86;2500;Boyac†;12584;-73,0111689;5,747356383
76869;Vijes;112,9711536;1;63233,44295;112971153,6;900;Valle del Cauca;12545;-76,4703589;3,743367821
44098;Distracci¢n;231,2287006;1;99101,37735;231228700,6;205;La Guajira;12517;-72,9444851;10,92512414
27205;Condoto;467,886424;1;171209,6693;467886424;50;Choc¢;12511;-76,5275062;5,073715975
18610;San JosÇ Del Fragua;1310,248855;1;235210,1502;1310248855;365;Caquet†;12488;-76,10918;1,304363399
5690;Santo Domingo;265,7673847;1;117874,6755;265767384,7;1950;Antioquia;12474;-75,1426012;6,481035915
66045;Ap°a;149,9796097;1;81576,09178;149979609,7;1619;Risaralda;12472;-75,9535385;5,139634627
76497;Obando;214,6749041;1;79648,56231;214674904,1;935;Valle del Cauca;12462;-75,949199;4,59758828
68229;Curit°;243,7494537;1;101962,3495;243749453,7;1500;Santander;12417;-73,0187245;6,618344599
13300;Hatillo De Loba;194,0239801;1;129104,7449;194023980,1;26;Bol°var;12370;-74,1471057;8,983819366
76403;La Victoria;264,7187532;1;101496,0572;264718753,2;916;Valle del Cauca;12334;-75,9667792;4,483514866
25148;Caparrap°;615,0804573;1;129624,149;615080457,3;1272;Cundinamarca;12321;-74,521236;5,381500872
68167;Charal†;418,4674911;1;185959,3087;418467491,1;1285;Santander;12319;-73,1540103;6,19555468
25486;Nemoc¢n;98,22993756;1;60958,52384;98229937,56;2583;Cundinamarca;12289;-73,8838023;5,093705358
25885;Yacop°;955,7656444;1;221212,8486;955765644,4;1200;Cundinamarca;12197;-74,3648087;5,591909129
5240;EbÇjico;237,7473766;1;88701,8516;237747376,6;1250;Antioquia;12196;-75,7833117;6,326444921
66318;Gu†tica;100,8089964;1;54473,5034;100808996,4;2150;Risaralda;12174;-75,8043665;5,320295966
13650;San Fernando;317,7772594;1;122898,0212;317777259,4;25;Bol°var;12170;-74,3585688;9,091432361
52256;El Rosario;520,791981;1;160914,0762;520791981;1500;Nari§o;12136;-77,4382599;1,845095516
85125;Hato Corozal;5492,260146;1;821766,1915;5492260146;230;Casanare;12083;-71,1364546;6,109021647
25745;Simijaca;96,58026494;1;53333,05572;96580264,94;2543;Cundinamarca;12025;-73,8451916;5,509773115
70400;La Uni¢n;232,1900782;1;118362,3154;232190078,2;80;Sucre;11963;-75,2832236;8,812035812
50680;San Carlos De Guaroa;806,5656486;1;177519,1775;806565648,6;230;Meta;11937;-73,2758808;3,847648422
63272;Filandia;106,5864164;1;71353,15012;106586416,4;1800;Quind°o;11932;-75,6714821;4,669302392
25612;Ricaurte;127,9183814;1;84047,95297;127918381,4;284;Cundinamarca;11903;-74,7293394;4,307326555
47545;Piji§o Del Carmen;660,7631769;1;258130,8479;660763176,9;25;Magdalena;11889;-74,1447656;9,530748665
85230;OrocuÇ;4739,877211;1;463791,3107;4739877211;131;Casanare;11864;-71,5987424;4,915140199
73352;Icononzo;214,9735578;1;87619,48983;214973557,8;1250;Tolima;11808;-74,5396423;4,133273069
41799;Tello;530,1152231;1;162896,2575;530115223,1;573;Huila;11803;-75,0853688;3,030610109
50287;Fuente De Oro;570,0841833;1;160343,6586;570084183,3;295;Meta;11800;-73,5962576;3,382371742
8849;Usiacur°;101,3091341;1;60437,25899;101309134,1;110;Atl†ntico;11789;-74,9826741;10,74052264
52473;Mosquera;769,3084927;1;170026,9022;769308492,7;8;Nari§o;11780;-78,4388261;2,442494533
5858;Vegach°;540,2988196;1;195114,255;540298819,6;1000;Antioquia;11770;-74,7545738;6,8382651
27099;Bojay†;3633,178065;1;435860,4198;3633178065;13;Choc¢;11752;-77,0993365;6,474663942
13894;Zambrano;309,3098497;1;90062,31698;309309849,7;21;Bol°var;11742;-74,8805809;9,745152225
85263;Pore;779,4454744;1;193931,8736;779445474,4;250;Casanare;11634;-71,9257538;5,663057307
17272;Filadelfia;192,5602999;1;70074,97944;192560299,9;1575;Caldas;11626;-75,5897912;5,285739377
8770;Suan;42,51337956;1;32762,34073;42513379,56;7;Atl†ntico;11619;-74,907132;10,31087246
52320;Guaitarilla;116,8613386;1;54303,99006;116861338,6;2650;Nari§o;11611;-77,5301133;1,151366666
68101;Bol°var;1008,856;1;481228,7979;1008856000;2130;Santander;11608;-74,1133896;6,093685358
5861;Venecia;139,6346516;1;65973,51013;139634651,6;1330;Antioquia;11589;-75,7772148;5,956574534
54670;San Calixto;397,2875735;1;157092,9474;397287573,5;1650;Norte de Santander;11515;-73,1579809;8,453837543
25279;F¢meque;459,5173199;1;109788,234;459517319,9;1925;Cundinamarca;11471;-73,7970526;4,528568463
5038;Angostura;338,3544737;1;101280,0685;338354473,7;1675;Antioquia;11434;-75,358325;6,861459794
19622;Rosas;169,1801459;1;79449,16126;169180145,9;1714;Cauca;11394;-76,7529275;2,250876766
41503;Oporapa;155,8207373;1;70841,49807;155820737,3;1069;Huila;11392;-76,0411028;2,061191358
50400;Lejan°as;814,4210124;1;193735,8551;814421012,4;700;Meta;11308;-74,0962846;3,614714873
25645;San Antonio Del Tequendama;88,47406007;1;41738,87947;88474060,07;1500;Cundinamarca;11259;-74,344905;4,599741037
18094;BelÇn De Los Andaqu°es;1191,55051;1;247824,0233;1191550510;313;Caquet†;11250;-75,8756451;1,500922862
47605;Remolino;594,3751397;1;135571,3564;594375139,7;5;Magdalena;11196;-74,5810682;10,64860353
25001;Agua De Dios;85,88512036;1;54977,11776;85885120,36;350;Cundinamarca;11167;-74,6712699;4,37275159
47703;San Zen¢n;268,5394924;1;122809,3999;268539492,4;25;Magdalena;11161;-74,3566834;9,32768382
54174;Chitag†;1182,502238;1;212994,9512;1182502238;2337;Norte de Santander;11129;-72,5254474;7,051616769
50330;Mesetas;2277,861753;1;398989,0153;2277861753;827;Meta;11051;-74,1245482;3,154771205
17616;Risaralda;89,90593398;1;74600,56387;89905933,98;1700;Caldas;11016;-75,7587755;5,112183637
18756;Solano;42233,42855;1;2221568,483;42233428550;200;Caquet†;11012;-73,1238718;0,211283583
5809;Titirib°;140,3286123;1;53882,0458;140328612,3;1550;Antioquia;10936;-75,79966;6,05834997
5264;Entrerrios;214,1354216;1;87646,38115;214135421,6;2292;Antioquia;10921;-75,5591308;6,594656004
41530;Palestina;196,9612611;1;77936,52325;196961261,1;1740;Huila;10917;-76,1469087;1,678922541
